,country,manager,delivery_method,vendor_terms,transport_mode,order_date,expected_date,actual_date,recorded_date,product_category,product_type,supplier,product_feature,product_name,product_brand,dosage,dosage_form,units_per_pack,total_quantity,total_value,pack_price,unit_price,factory_location,priority_status,total_weight,shipping_cost,insurance_cost,delivery_status,order_to_delivery_days,shipping_cost_per_weight,item_quantity(%)
6751,Tanzania,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-08-22,2012-03-15,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,2176,27200.0,12.5,0.05,"Aurobindo Unit III, India",True,821.0,1698.83,44.88,early_delivery,203,2.0692204628501827,0.0
6752,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-08-29,2012-03-02,2012-02-24,2012-02-24,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2160,11880.0,5.5,0.18,Mylan (formerly Matrix) Nashik,True,1122.0,6009.47,19.6,early_delivery,179,5.356033868092692,0.0
6753,Tanzania,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-08-22,2012-04-06,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,150000,1053000.0,7.02,0.12,"Aurobindo Unit III, India",True,10142.0,7651.59,1737.45,early_delivery,176,0.7544458686649577,0.13
6754,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,26798,448330.54,16.73,0.56,Mylan (formerly Matrix) Nashik,True,3203.0,25231.96,628.56,early_delivery,70,7.8776022478926,0.02
6755,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,2012-06-20,2012-02-16,2012-02-16,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100000,258000.0,2.58,0.04,"Strides, Bangalore, India.",True,18672.0,25231.96,361.72,early_delivery,70,1.3513260497000856,0.09
6756,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2011-10-27,2012-03-30,2012-03-19,2012-03-19,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1313,44300.62,33.74,0.28,ABBVIE Ludwigshafen Germany,True,276.0,3940.18,62.11,early_delivery,144,14.276014492753623,0.0
6760,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-01-26,2012-03-12,2012-03-05,2012-03-05,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,150/300/200mg,Test kit,20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",True,334.0,3494.5,44.86,early_delivery,39,10.4625748502994,0.0
6761,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-02-10,2012-04-24,2012-02-27,2012-02-27,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5525,60775.0,11.0,0.18,Mylan (formerly Matrix) Nashik,True,1414.0,4054.19,85.21,early_delivery,17,2.8671782178217824,0.0
6764,Tanzania,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-08-22,2012-05-04,2012-04-11,2012-04-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,22340,184528.4,8.26,0.14,"Aurobindo Unit III, India",True,20975.0,3279.25,304.47,early_delivery,233,0.1563408820023838,0.02
6765,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-04-16,2012-04-06,2012-04-06,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,13860,97297.2,7.02,0.12,"Aurobindo Unit III, India",True,662.0,3848.91,136.41,early_delivery,147,5.814063444108761,0.01
6766,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-10-04,2012-04-13,2012-04-10,2012-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26760.0,8.0,0.13,"Aurobindo Unit VII, IN",True,21063.0,29250.68,44.15,early_delivery,189,1.388723353748279,0.0
6767,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2012-01-25,2012-04-26,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,350,4602.5,13.15,0.22,Mylan (formerly Matrix) Nashik,True,36.0,1188.75,6.45,delayed,96,33.020833333333336,0.0
6768,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-06,2012-07-05,2012-07-16,2012-07-16,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45840,179234.4,3.91,0.13,"Strides, Bangalore, India.",True,5486.0,27321.52,251.29,delayed,40,4.980226029894276,0.04
6769,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,50000,813500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,True,6078.0,27441.22,1140.53,early_delivery,144,4.514843698585061,0.04
6770,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29980,233244.4,7.78,0.13,Mylan (formerly Matrix) Nashik,True,2721.0,27441.22,327.01,early_delivery,144,10.084976111723632,0.03
6771,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-02-10,2012-07-03,2012-05-18,2012-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,1500,8310.0,5.54,0.18,Mylan (formerly Matrix) Nashik,True,729.0,3758.4,11.65,early_delivery,98,5.155555555555556,0.0
6773,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-02-20,2012-06-29,2012-05-22,2012-05-22,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6899,204762.32,29.68,0.25,"Aurobindo Unit III, India",True,1859.0,10611.0,287.08,early_delivery,92,5.707907477138247,0.01
6774,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-10-04,2012-05-31,2012-05-25,2012-05-25,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16873,41170.12,2.44,0.04,"Aurobindo Unit III, India",True,8433.0,15219.71,67.93,early_delivery,234,1.804780030831258,0.01
6775,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10020,23346.6,2.33,0.04,Hetero Unit III Hyderabad IN,True,645.0,16532.5,32.73,early_delivery,145,25.631782945736433,0.01
6776,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-09-27,2012-06-01,2012-05-28,2012-05-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,150000,2440500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,True,17001.0,6079.27,4026.82,early_delivery,244,0.3575830833480384,0.13
6777,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-12-22,2012-06-15,2012-05-28,2012-05-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,10000,167300.0,16.73,0.56,Mylan (formerly Matrix) Nashik,True,1133.0,6079.27,234.55,early_delivery,158,5.365639894086496,0.01
6778,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-05-30,2012-05-30,2012-05-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,69684,542141.52,7.78,0.13,Mylan (formerly Matrix) Nashik,True,6798.0,26205.83,760.08,early_delivery,201,3.8549323330391294,0.06
6779,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-03-16,2012-07-03,2012-06-28,2012-06-28,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,60968,118887.6,1.95,0.01,"Aurobindo Unit III, India",True,53692.0,29683.06,166.68,early_delivery,104,0.5528395291663563,0.05
6780,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-12-08,2012-07-04,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,220000,2420000.0,11.0,0.18,"Aurobindo Unit III, India",True,28776.0,17090.0,3392.84,early_delivery,178,0.5938976925215458,0.19
6781,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,2012-08-02,2012-06-03,2012-06-03,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,70000,273700.0,3.91,0.13,"Strides, Bangalore, India.",True,6889.0,17090.0,383.73,early_delivery,94,2.4807664392509796,0.06
6782,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-10-04,2012-08-14,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26024.1,7.78,0.13,Mylan (formerly Matrix) Nashik,True,7095.0,5530.11,42.94,early_delivery,267,0.7794376321353065,0.0
6783,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-04-26,2012-07-31,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,36192,254067.84,7.02,0.12,Mylan (formerly Matrix) Nashik,True,2036.0,5530.12,419.21,early_delivery,428,2.7161689587426325,0.03
6784,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-10-04,2012-10-16,2012-06-27,2012-06-27,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3345,26024.1,7.78,0.13,Mylan (formerly Matrix) Nashik,True,7114.0,5530.11,42.94,early_delivery,267,0.7773559179083497,0.0
6785,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-07-02,2012-07-03,2012-07-03,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,9900,23067.0,2.33,0.04,"Strides, Bangalore, India.",True,451.0,2394.27,32.34,delayed,235,5.30880266075388,0.01
6786,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-04,2012-07-03,2012-06-20,2012-06-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40000,97600.0,2.44,0.04,"Aurobindo Unit III, India",True,3771.0,31029.99,136.84,early_delivery,16,8.228583929992045,0.03
6787,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,2012-08-02,2012-07-09,2012-07-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50000,190500.0,3.81,0.13,Hetero Unit III Hyderabad IN,True,4944.0,21347.13,267.08,early_delivery,130,4.317785194174758,0.04
6788,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-09,2012-08-17,2012-08-01,2012-08-01,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,60000,332400.0,5.54,0.18,Mylan (formerly Matrix) Nashik,True,4547.0,30482.8,466.02,early_delivery,84,6.703936661535078,0.05
6789,Uganda,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-02-20,2012-09-05,2012-07-26,2012-07-26,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,157,1540.17,9.81,0.16,"Strides, Bangalore, India.",True,836.0,4911.0,2.16,early_delivery,157,5.874401913875598,0.0
6790,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-07-31,2012-07-31,2012-07-31,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,80032,785113.92,9.81,0.16,"Aurobindo Unit III, India",True,11720.0,11702.27,1100.73,early_delivery,263,0.9984872013651878,0.07
6791,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-07-31,2012-07-31,2012-07-31,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1499,7225.18,4.82,0.16,"Aurobindo Unit III, India",True,123.0,2252.42,10.13,early_delivery,263,18.312357723577236,0.0
6792,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-03-08,2012-07-31,2012-08-01,2012-08-01,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2548,33022.08,12.96,0.22,"Aurobindo Unit III, India",True,3090.0,11188.53,46.3,delayed,146,3.6208834951456312,0.0
6793,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-01,2012-08-02,2012-07-24,2012-07-24,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,52378,404358.16,7.72,0.13,"Cipla, Goa, India",True,7666.0,16532.5,566.91,early_delivery,145,2.1566005739629532,0.04
6794,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-09,2012-09-17,2012-08-14,2012-08-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,72107,707369.67,9.81,0.16,Mylan (formerly Matrix) Nashik,True,9348.0,81100.77,991.73,early_delivery,97,8.675734916559692,0.06
6795,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2011-11-11,2012-08-20,2012-08-18,2012-08-18,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,14880,223795.2,15.04,0.5,Mylan (formerly Matrix) Nashik,True,1674.0,4754.53,313.76,early_delivery,281,2.840221027479092,0.01
6796,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-10-04,2012-12-11,2012-09-04,2012-09-04,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,44881,240562.16,5.36,0.18,Mylan (formerly Matrix) Nashik,True,7191.0,6014.22,396.93,early_delivery,336,0.8363537755527743,0.04
6797,Mozambique,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-06-28,2012-11-30,2012-10-29,2012-10-29,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,7150,15015.0,2.1,0.01,"Aurobindo Unit III, India",True,2778.0,19730.62,21.05,early_delivery,123,7.102455003599712,0.01
6798,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-19,2012-10-29,2012-08-27,2012-08-27,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,490,2303.0,4.7,0.05,"Aurobindo Unit III, India",True,4359.0,12101.96,3.23,early_delivery,130,2.7763156687313604,0.0
6799,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-03-01,2012-08-31,2012-08-14,2012-08-14,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,64347,142850.34,2.22,0.04,Hetero Unit III Hyderabad IN,True,5950.0,18461.22,200.28,early_delivery,166,3.102726050420168,0.05
6800,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2012-07-26,2012-10-26,2012-10-26,2012-10-26,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,52770,407384.4,7.72,0.13,Mylan (formerly Matrix) Nashik,True,16510.0,82283.9,571.15,early_delivery,92,4.983882495457299,0.04
6801,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-06,2012-10-29,2012-10-29,2012-10-29,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,20201,111913.54,5.54,0.18,"Cipla, Kurkumbh, India",True,3865.0,19667.94,156.9,early_delivery,145,5.088729624838292,0.02
6802,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2011-09-27,2012-09-17,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,16258,109904.08,6.76,0.11,Mylan (formerly Matrix) Nashik,True,2321.0,7317.48,181.34,early_delivery,346,3.1527272727272724,0.01
6803,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-27,2012-09-25,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18867,46035.48,2.44,0.04,Mylan (formerly Matrix) Nashik,True,17125.0,7317.47,64.54,early_delivery,133,0.4272975182481752,0.02
6804,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-19,2012-11-13,2012-09-05,2012-09-05,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,84900,660522.0,7.78,0.13,Mylan (formerly Matrix) Nashik,True,18204.0,36194.84,926.05,early_delivery,139,1.9882904856075585,0.07
6805,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-03-29,2012-10-31,2012-09-07,2012-09-07,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,57984,135102.72,2.33,0.04,Hetero Unit III Hyderabad IN,True,3144.0,7317.47,189.41,early_delivery,162,2.3274395674300257,0.05
6806,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-06,2012-10-30,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60000,234600.0,3.91,0.13,Hetero Unit III Hyderabad IN,True,5000.0,24889.0,328.91,early_delivery,146,4.9778,0.05
6807,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-11,2012-10-30,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,18620,244853.0,13.15,0.22,Mylan (formerly Matrix) Nashik,True,1928.0,5825.17,343.28,early_delivery,172,3.0213537344398342,0.02
6808,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2012-08-17,2012-11-15,2012-10-23,2012-10-23,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,270,599.4,2.22,0.04,Hetero Unit III Hyderabad IN,True,513.0,4934.43,0.84,early_delivery,67,9.618771929824561,0.0
6809,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-11,2012-10-19,2012-10-18,2012-10-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,36390,201600.6,5.54,0.18,Mylan (formerly Matrix) Nashik,True,3863.0,23249.47,282.64,early_delivery,160,6.0185011648977484,0.03
6810,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-19,2012-10-29,2012-10-01,2012-10-01,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2000,7620.0,3.81,0.13,"Strides, Bangalore, India.",True,4026.0,15677.98,10.68,early_delivery,165,3.894182811723795,0.0
6811,Zambia,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-27,2012-10-10,2012-10-05,2012-10-05,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,167825,1105966.75,6.59,0.22,Mylan (formerly Matrix) Nashik,True,26199.0,34356.26,1550.57,early_delivery,161,1.3113576854078401,0.14
6812,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-08-15,2012-10-25,2012-10-22,2012-10-22,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1659,3682.98,2.22,0.04,Hetero Unit III Hyderabad IN,True,958.0,7659.33,5.16,early_delivery,68,7.995125260960334,0.0
6813,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-01-02,2012-10-15,2012-10-05,2012-10-05,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,24097,643389.9,26.7,0.22,Mylan (formerly Matrix) Nashik,True,6375.0,18661.97,902.03,early_delivery,277,2.927367843137255,0.02
6814,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-05-25,2012-10-31,2012-10-30,2012-10-30,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,59989,796054.03,13.27,0.44,Mylan (formerly Matrix) Nashik,True,7242.0,5825.18,1116.07,early_delivery,158,0.8043606738470036,0.05
6815,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-09-19,2012-10-24,2012-10-17,2012-10-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,152000,1462240.0,9.62,0.16,Mylan (formerly Matrix) Nashik,True,43571.0,67732.54,2050.06,early_delivery,28,1.5545326019600192,0.13
6816,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-09-19,2012-11-07,2012-10-17,2012-10-17,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10000,53600.0,5.36,0.18,"Cipla, Kurkumbh, India",True,4486.0,76176.43,75.15,early_delivery,28,16.98092510031208,0.01
6817,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-01-02,2012-10-31,2012-10-26,2012-10-26,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,503,13430.1,26.7,0.22,"Aurobindo Unit III, India",True,123.0,1783.64,18.83,early_delivery,298,14.501138211382115,0.0
6818,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-04-19,2012-12-15,2012-10-24,2012-10-24,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,4120,30076.0,7.3,0.08,"Strides, Bangalore, India.",True,253.0,4261.03,42.17,early_delivery,188,16.842015810276678,0.0
6819,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Road (Truck),2012-09-06,2012-12-14,2012-10-24,2012-10-24,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,2500,56250.0,22.5,0.75,"Aurobindo Unit III, India",True,2147.0,8211.03,78.86,early_delivery,48,3.8244201210992084,0.0
6820,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-05-23,2012-11-06,2012-11-06,2012-11-06,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,200000,484000.0,2.42,0.04,"Strides, Bangalore, India.",True,12028.0,15459.09,678.57,early_delivery,167,1.2852585633521783,0.17
